,房屋租住链接,房屋描述,房屋地址,房屋详情（户型）以及经纪人,房屋价格
612,https://wh.zu.anjuke.com/fangyuan/1809312461135873?isauction=6&shangquan_id=3095&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTkPjczP1c1TEDQrjTOn1DzPjmQnHndrj01THTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjnKnHEKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NkrH03nWNdnH0dnWbOnj0zTHmKTHDKuW9OmhEznAmVnHbkPiYYP17WsyckPyDVrHE1n1wWuHDQnWcdTHD1PHTOP19zPHNLrjnYPWbkPHmKnHndnjbLrjcdPH0kn10LP1c3nTDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHcKXLYKnHTkPHEKnHTknWnzn9DknWE3n1wWniY3uHcksHELPjbVmHD1riYvrANkPyP6ujN3uhDKTHEKTED1THDdrakQPWT_n1TOPEDQTyOdUAkKnjn3uW9zuhDQmWRWmym3nT&lego_tid=024834c1-8e20-4749-a139-68e05cad58fa,可短租！中南龙庭 主卧带独卫可做饭 民水民电居民房 无中介F,中南龙庭  武昌-中南路中南二路80号,4室2厅|23平米|低层(共24层) 张文杰,900
613,https://wh.zu.anjuke.com/fangyuan/1829230526227470?isauction=6&shangquan_id=3095&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKPWNzPWcOn9DKnH9zrHc1njNzPWczP1ELnTDkTHDknTDQsjDkTHDdrTDQPWDQnjN3PH0zPW91THDdTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfShehrB8Gryc-SB6Jrh6VEDQTHDQTEDVnEDKnHndnHn3n1nkPjnzPWTOrjbYPTDvTEDQTyuhmhuWnAubsHc3nhcVPAmzPiY3nyDLsy7WnvcdmhDknjP6rTDQn1NQn191n1TYPjb3njmdPjT3THD1PHD1rjn1njE1rjbknjbYnj9KTEDKTEDVTEDKpZwY0ZnlszqLpaOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTQnitKTHD8rHE8nHNQsWnOTHcQnHDYPH9QnEDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWcKmWI6n1R-PHDVPhNQPzYYuhFhsHbYuj9Vnjm3nHD1uj--uyPhTEDYTEDKnkDQPH9_nHmksjnkrHNKnE78IyQ_TyP6rjNvmHK6mH-bP1K-uhE&lego_tid=b7a35e51-6e17-4fbf-94d8-068113d9eecf,直租中南路武昌火车站地铁口南国新东城豪装整租独门独卫厨房短租,中建广场  武昌-中南路中南路2号,1室1厅|55平米|中层(共22层) 李文,1900
614,https://wh.zu.anjuke.com/fangyuan/1827871017720835?isauction=6&shangquan_id=8005&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnHTkn1EYP1mLTEDQrjcLrj0QnjDLP1ckrjndTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjnKnHmKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NQnjndPWbznjmvPHEOP1mQTHmKTHDKPjEvPj--mhEVm19znzYYnANLsH91mvnVnyNkmymYnj9vmHEvTHD1PHDkn1NvrHcdnjmOPj0drjEKnHndnHT1PHmOnWEzP1cdPH9krEDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn976PjTLPjDQPzY1rHnzsHEduH0VrHEkmiYOuWDznhm3njmzPvEKTHEKTED1THDdrakQPWN_rjTkPEDQTyOdUAkKn19OPjmQrHDOuWTzPhmQPT&lego_tid=a4074117-3932-45e7-940a-9f122f80627d,短租一个月 东谷银座 带独卫包网 华乐山庄 吴家湾大厦,华乐山庄  洪山-鲁巷珞喻路716号,1室1厅|50平米|中层(共6层) 崔爱嘉,1050
615,https://wh.zu.anjuke.com/fangyuan/1827840143334406?isauction=6&shangquan_id=16085&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTknWTznjDLTEDQrjcLrjEknHE1n1nYPjTvTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjnKnH0KOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NQnHNOnjNdrHEzPjnkP1ckTHmKTHDKmHbkn1DzuWcVPAwbPiYYnynvsyF-njnVuhR-ryDYmWD3m103THD1PHDQPHbkPHmkrjbzn1D1PWTKnHndnHDdrHTdPWTkrHN1rHN3PTDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97BuWnLnAwbPiY1PhR-sHE1nvnVmyF-nBY3PARBn1b3uj03uWEKTHEKTED1THDdrakQPWN_nHmkrjNKnE78IyQ_TymkPvN3njnLnyFBnjRhPAm&lego_tid=bf370dd5-36ee-433c-abe2-84eb398d78f4,特价精装三房！板桥地铁站 创意天地 湖工大 首义学院拎包住,板桥新村北区  洪山-新南湖南李路54号,3室2厅|115平米|中层(共33层) 罗震,1800
616,https://wh.zu.anjuke.com/fangyuan/1826265101378560?isauction=6&shangquan_id=19154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTkPHnOnWT1TEDQrjcvnWmdnHTQn103PHmkTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjnKnH9KOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NkPWcdPWczPjNQn1TzPjTkTHmKTHDKuHuBmW7hP1DVP1PBPzYYnyNYsHbYPHNVPyEkrj-Bm166PAR-THD1PHTvnWNvnWc3PH9QPjNLrHnKnHndnjmzPHmznW0dn1cOnWc3rTDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97BmvEdPhmkniY3PhwBsHELPj0VmWR-mBdhPWbQujIBrHNYuADKTHEKTED1THDdrakQPWN_nHbQPHEKnE78IyQ_TyF-PyczmhDOnHnOnHDvmhc&lego_tid=bcd56f01-86db-4747-b5eb-f691d7b954da,近永旺装修好，采光好  随时看房 拎包入住,万科金色城市23地块  洪山-白沙洲长征二路,3室2厅|95.9平米|中层(共34层) 汪静,2099
617,https://wh.zu.anjuke.com/fangyuan/1828323553729536?isauction=6&shangquan_id=32894&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTkPjcOrjDzTEDQrjc3n1c1PHN1P1cOPHnvTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjnKnHbKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NQnHNOnWE1P1nYnjT1P1DzTHmKTHDKuWEOP1IBnWmVmvcdmzYYPyNdsyD1PHDVmyuWPWDknvFhryF6THD1PHDQPHbzPjn3P1mvnjNOPHcKnHndnHDdrHcYn19znWT3PjTOP9DKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97-uym1n1R-miYQnADQsHwWrjbVrHbLriYvnjPWrymknvPBrHNKTHEKTED1THDdrakQPWN_n1c3rHEKnE78IyQ_THFhmhcQmvnkrjbOPjPWrj9&lego_tid=eef335ea-10a1-4c89-9979-603c9f03cb95,园林路温馨一室~楼下金地广场~四号线园林路，仁和路~团结大道,金地自在城(西区)  洪山-欢乐谷团结大道,1室1厅|40平米|中层(共33层) 江钊,1500
618,https://wh.zu.anjuke.com/fangyuan/1827695133484043?isauction=6&shangquan_id=32454&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTknHc1PHnkTEDQrjcLPWbdnHn1Pj9YnjE1THTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjnKnWTKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NQnjn3nHTOrj9dPW01Pj0zTHmKTHDKmhDOrjE1PAEVPhwWPBYYuhEYsyD3n1cVujD1PhEkmhw6PhuBTHD1PHDkn19QnHTkrHbdP193rjTKnHndnHT1rjDkrHbvnHDLnjbYPTDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97-P1N3nHFhnBYQuhF6sHE3Pj9VmyNdnBYkmhEzPAPBnjcOPWTKTHEKTED1THDdrakQPWN_n1cYPHEKnE78IyQ_TH03PjPWry7Wuj6hmvcOnvc&lego_tid=e75812f2-1fba-4848-ae52-0bd24cb02960,房东出国急租！！！整租一居室！！！包网包物业！！！拎包入住,国采光立方  洪山-光谷东九峰一路,1室1厅|45平米|中层(共21层) 李宁,1550
619,https://wh.zu.anjuke.com/fangyuan/1823921371422720?isauction=6&shangquan_id=7993&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTkPjTkrHn3TEDQrjc1rHcQn10QPjczP1ckTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjnKnWDKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NkrH9vP1c3PW9Yn1bvPHEYTHmKTHDKryPhuH0kuWDVuy76riYYrARbsH6bm1NVuW0Lm1IBPWI6PynYTHD1PHTOrjmLnW93nW0knjc3rjTKnHndnjb3PW0zrj9QrjmQrjnvrTDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97-uARbuy7BPiYQmWE1sHELmymVrAN3ridhrHwbuWN1mHNQmyNKTHEKTED1THDdrakQPWN_P1bOnkDQTyOdUAkKPj6bPjTYPjPBnHm1n193mk&lego_tid=ededeab5-1b43-47af-8e89-f94df53a51ae,地铁口省妇幼对面 精装一室闹中取静业主急租有钥匙 实图实价,鹏程蕙园  洪山-街道口武珞路790号,1室1厅|50平米|低层(共30层) 马正伟,2000
620,https://wh.zu.anjuke.com/fangyuan/1822409699271684?isauction=6&shangquan_id=32453&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTkPjcvP1EdTEDQrjczPjTOPWbOnW0QPW9YTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjEKnWcKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NQPj0drjDLrHEvrjDvPHDzTHmKTHDKPymYPHPWPvmVuAPbnBYYmvuhsH9znvmVnhNknyP-uH0kP1EQTHD1PHDYP1N3nH9krH03nHNdPHnKnHndnHELPH9QrjTQrjDQrHm3nTDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9DLuWDLrHmYmiY3mhmQsHE3PW0VmHcYmBdhujPWujnzPynLryNKTHEKTED1THDdrakQPWN_n1cYPHnKnE78IyQ_TyFhmvcYmhmOuWTzPj6WPAn&lego_tid=7f17964a-8bf1-4867-a24b-fd3cd325c79e,杨家湾地铁 金地天悦雄楚大道南湖锦城民族大学关谷广场,康卓新城  洪山-关西雄楚大道694号,1室1厅|35平米|中层(共30层) 孙伟红,1100
621,https://wh.zu.anjuke.com/fangyuan/1778277162033160?isauction=6&shangquan_id=5895&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTkPjEQnHn3TEDQP103nW0LnHmznjn1nHmkTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjEKnWnKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NQnH0QnWD1P1NLPHcQrHckTHmKTHDKnWmkujTkn1bVnHcdPBYYny7BsHb1uWTVuW7bPHmLPvRBmhDQTHD1PHDQP1DznHnOnHmOnjbdPW9KnHndnHDLnHcQn191P1cQP10On9DKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9DQnWRBnWnOmiY3ujwBsHE3mHEVmHDQuiYYuH6WPW66rAmQnjDKTHEKTED1THDdrakQPWn_PH9OPEDQTyOdUAkKPjuhrjnYuAmvPWKbnW6Wn9&lego_tid=125b239a-8d4b-48a4-a11e-4e8c68a8f101,复地海上海 六号线 建港 前进村 双地铁口 精装一室甩租实图,复地海上海  汉阳-鹦鹉建港路1号,1室1厅|50平米|高层(共23层) 马雨鑫,1800
622,https://wh.zu.anjuke.com/fangyuan/1805237728107521?isauction=6&shangquan_id=32456&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnHTQPHDLnjcLTEDQrjTdnWnLP1c3nHTLPHcQTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjEKnWEKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NkPWnzrH9YP10Qrjn1rjNvTHmKTHDKmvcYPyFBPvDVnhF-nzYYnHbQsH9kmhNVrAnQnjNknAu6uWckTHD1PHTvn1cOrjNznWTvnWE1rjEKnHndnjm1nWb3PHDzPjDdnHcOPkDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9DQnjb1rjcdPzYOrymLsHE3PWmVrjEkPzd-mhDYryc3nHwBn1DKTHEKTED1THDdrakQPWN_n1cYPHmKnE78IyQ_TynknvEOrjELuH6hPjR-P1N&lego_tid=10938257-99f7-4866-8407-eba49b814b31,精装大一房 祥和雅居邻 佳园路地铁口 成园小区 创业街,祥和雅居  洪山-珞瑜东路文华路,1室1厅|56平米|中层(共33层) 肖凯,1600
623,https://wh.zu.anjuke.com/fangyuan/1826261458461708?isauction=6&shangquan_id=19154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnHTkPjmYnjbQTEDQrjcvnWmQPjN3PjmQP1T3THTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjEKnWNKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NkPWnknjDvPHm1PHNvn1NzTHmKTHDKnHubrjw-n1nVuAELPBYYPhRhsy7bP1NVrjmYmWP-PjF6uyD1THD1PHTvn1TknHmOrjcOrjcvPHmKnHndnjm1njTQPW9OrHTOPWNLP9DKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97hm1R-ujb1miY1mHnvsHwhn1NVrAuWnBYYPHEvm1b3mvwBmH0KTHEKTED1THDdrakQPWN_nHbQPHEKnE78IyQ_THF6rHR-nvFbrAR-n1bQrym&lego_tid=fc5ed93a-3a36-4f35-8fc2-4546c98cdba7,白沙洲万科金色城市 精装三室一厅一卫 家具家电齐全 户型方正,万科金色城市23地块  洪山-白沙洲长征二路,3室2厅|96平米|中层(共34层) 张纯涛,2000
624,https://wh.zu.anjuke.com/fangyuan/1820918956073986?isauction=6&shangquan_id=32457&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKP1DYPjDvrEDKnH9znjbQrjbdPWTLn1b3P9DkTHDknTDQsjDkTHDdrTDQPWDQnjN3PH0zPW9YTHcvTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfShehrB8Gryc-SB6Jrh6VEDQTHDQTEDVnEDKnHnYrHcdrjN1nHN1PjTzPj0kPTDvTEDQTHFWPhPBmWnvsHDzrH0VPjD3midBmHbYsHw6PWm3PANzuWmdmkDQn1EOnWN3PHnQPW9OnWTOrjNvTHD1PjbzPH9dn1DvnjN1nWnLP10KTEDKTEDVTEDKpZwY0ZnlszqLpaOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTQnitKTHD8rHE8nHNQsWnOTHcQnHDYPH9QnEDkTEDQsjDzTgVqTHDknjNYTHDknjc1nWcKPhRBnWDzPHTVnjP-niYYn1wbsH9QPvnVrjcQuW0QuWTkP17bTEDYTEDKnkDQPH9_nHmOsjnzPjNLTHDKUMR_UTDkujbOnjcdrH0YPWDzuWmQ&lego_tid=6eb21250-03e1-434d-817c-821f71f0071d,金融港 汇金中心 可短租！ 有轨列车 公交站  随时看房,万科魅力之城(南区)  江夏-金融港中芯一路,2室1厅|20平米|中层(共11层) 卜志航,850
625,https://wh.zu.anjuke.com/fangyuan/1829102960974855?isauction=6&shangquan_id=32453&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKP1nkn1cdPkDKnH9zrHDknWbvnjbLPj9dPEDkTHDknTDQsjDkTHDdrTDQPWDQnjN3PH0zPW9YTHcLTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfShehrB8Gryc-SB6Jrh6VEDQTHDQTEDVnEDKnHndnHndrjnYPjEvn1nOnW0vrTDvTEDQTyNdPvc3nHnOsycvPvNVPjm3uBYOP1R-sHN1nHR-PHb3m1PhmEDQn1NQn1N3n1EYPWnOPHNLPWnzTHD1PHD1PH91PjEdn1EvrHNOn10KTEDKTEDVTEDKpZwY0ZnlszqLpaOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTQnitKTHD8rHE8nHNQsWnOTHcQnHDYPH9QnEDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWcKPvE3uWPWnjmVrjD3uBYYnynvsy7WnhEVn1D3PWI6n1TOnvEzTEDYTEDKnkDQPH9_nHmdsjnzPjN1THDKUMR_UTDzuAc1ujDYm1RbnvcQuW03&lego_tid=7d8f3c06-818f-41c6-ac2d-31867a3093d2,杨家湾~实图实价~地铁站旁~康卓新城 南湖锦城 精美两室一厅,康卓新城  洪山-关西雄楚大道694号,2室2厅|80平米|中层(共32层) 李康,2600
626,https://wh.zu.anjuke.com/fangyuan/1828181192172550?isauction=6&shangquan_id=19154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnHTkPjmYnjbQTEDQrjc3nH9QnHbznH0zPHNkTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjEKnW9KOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NQnHDdnjNdnjbLnHbvPHEYTHmKTHDKnymQnWK-mhEVPWmzPBYYnyczsHbkPyEVPHwbrHbLrjDvPymzTHD1PHDQnHNkPHNYP1TYrjNdnjEKnHndnHDQPHTdPHnOnj0On10zrTDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn976rHNOPAR6mzYQP1E1sHwBuWmVrj-WniYduyDOuWELrAn3nHDKTHEKTED1THDdrakQPWN_nHbQPHEKnE78IyQ_THIhPHIbrjb1nycOnAw-n1N&lego_tid=a9594eac-1743-4bf6-89c1-5ea9f478c811,白沙洲万科金色城市 豪装三房 采光好 配套齐全 拎包入住,万科金色城市20地块  洪山-白沙洲武金堤路,3室2厅|96平米|低层(共34层) 张纯涛,2199
627,https://wh.zu.anjuke.com/fangyuan/1812302443404300?isauction=6&shangquan_id=14894&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKPHcQrHm1rTDKnH9QnWnknWEYn1EkPjnknTDkTHDknTDQsjDkTHDdrTDQPWDQnjN3PH0zPW9YTHcOTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfShehrB8Gryc-SB6Jrh6VEDQTHDQTEDVnEDKnHndnHTOPHEYn1nLPj0Yn1Ndn9DvTEDQTynknWFbrj-6syn3PWbVPj-bmBYOuWcLsywbm1TLujFhnAcdPkDQn1NQnjbdPjE1PH0Qrj0OrHnLTHD1PHDkrHNYPjnYrj0OrHn3PHmKTEDKTEDVTEDKpZwY0ZnlszqLpaOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTQnitKTHD8rHE8nHNQsWnOTHcQnHDYPH9QnEDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWcKnyEOrAEkuhDVnAEOuBYYuAF-syFBnHmVPvnzmWK6nvFWmhPBTEDYTEDKnkDQPH9_nH0ksjDYrjbYTHDKUMR_UT7WnH7-nWmdmW7BmHELmvEQ&lego_tid=1d98d0fa-0d9f-4dbe-bb16-7c2b0a3bcbcb,汉口御江澜庭 3室2厅1卫 1800元月 南北通透,汉口御江澜庭  黄陂-汉口北发展路,3室2厅|99平米|低层(共33层) 裴忍忍,1800
628,https://wh.zu.anjuke.com/fangyuan/1805728758062089?isauction=6&shangquan_id=4558&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTknHbkP1cLTEDQrjTdP1c3P1N3njmznj9OTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjEKn1TKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NQn10QnHc1P1DYrHNLn1DzTHmKTHDKujIWPj-BPjcVuAnzmzYYuAn3sy7WmvDVPAD1myc1uAwBujDvTHD1PHD1P1DQnWEQn1TQrHnYnj9KnHndnHnLnHDzPjTdnjNknHm1n9DKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97hujcQPHPWmid-rjELsHEQmWcVrjNvraY3rHKhP1nvPHEQrHmKTHEKTED1THDdrakQPWN_PjNdrTDQTyOdUAkKrAEknHcznj9QrjTdPhn1u9&lego_tid=fd2153ca-e847-41b2-8568-890f73654196,理工大马房山 华中师范大学南湖校区 街道口 万象广场 区政府,幸福佳苑  洪山-珞狮南路幸福路,1室1厅|25平米|高层(共15层) 李在成,1500
629,https://wh.zu.anjuke.com/fangyuan/1793894140697601?isauction=6&shangquan_id=4558&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYdn10dmyFWnBd6uHTdsHELnHnVryNQnzYdrymYn1cOrAEzPyNKnWTknHbkP1cLTEDQP1b1rjbYnHEkPWbLPWTQTHTKnHTkTHD_nHTKnHN3THDvnHDkPH9dP1cvrjEKn1DKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnHDKTiYQTEDQn1NQn10QPHbvnjD3P1N1PHnvTHmKTHDKP1u-rj6hPyNVPhnzPaYYnHcvsH-bmHcVm19YryDYPhRBrHcOTHD1PHD1P1DdrHmzrHNdrjDvrHmKnHndnHnLnHNOPWcQnHmOPHmQPkDKTEDKTiYKTE7CIZwk01CfsLICsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jDQskDKni3OPa3QPHD8n1bKnWDQnHEdrjDQTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9D1uH6hmHFhmidbuH6-sHw6rAEVrAnzuaYLnW9LnHnLn1EzmhDKTHEKTED1THDdrakQPWN_PjNdrTDQTyOdUAkKPycYmhw6Pj9dPjPhnjTLm9&lego_tid=3e8fa2fa-de8e-4a8d-8c2d-7287137342ba,理工大 华中师范大学 南国 大家装 街道口 万象广场幸福佳苑,南国大家装  洪山-珞狮南路珞狮南路,1室0厅|35平米|中层(共15层) 李在成,1700
