,房屋租住链接,房屋描述,房屋地址,房屋详情（户型）以及经纪人,房屋价格
1407,https://wh.zu.anjuke.com/fangyuan/2110895726238721?isauction=6&shangquan_id=14903&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTknjEYn19QTEDznHDkrjbdP1cvnWn3P1cQTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOn1bKnWbKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjc1PHTdPHDOrHTdnjbQPH9dTHmKTHDKnAnzmHuhPW0VnWKWuBYYryE3syD3rADVuy7BPW-BnHnYnvnOTHDYnWndnjNdnWTkPHD3rHcznWNKnHEzn1NkPHNznjTknHNdPWE3nTDKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97hPhDvuhFWPaYYPHIBsHEdP1TVmHnOuaYznjb1PW6WnHwWmhcKTHEKTED1THDdrakQPWb_nHEOnjnKnE78IyQ_THPBmv7-mvP-nhwBrjuWuj0&lego_tid=f6a6fbc4-457b-4570-a39d-209368c14cbb,可短租月付大邱社区 纳杰 金融港 联想 天马附近 旭辉御府旁,大邱社区  江夏-藏龙岛光谷二路,1室1厅|40平米|中层(共6层) 张星燕,660
1408,https://wh.zu.anjuke.com/fangyuan/2084367902811149?isauction=6&shangquan_id=24790&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTQnj03PW0vTEDznj9Yn1mLrHTzrjDQnHEOTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOn1bKn1TKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcdn1TQPjTdPWNQrH0znjbLTHmKTHDKPAc3nW01nhmVnWPWuaYYmhPWsyDYnANVPyFhmHczrjN1nju6THDYnWN1njDYnjNLrjmQrjNLnW9KnHEzPHnknHEkPH0QPj93PWmdP9DKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9DvnH6BPWnznBd6Py7BsHwBPHDVmhRhuBYQnhckrH9knWPBnH9KTHEKTED1THDdrakQPWD_nWELrHTKnE78IyQ_THcLrAnkmvDdPjb1nWNOnAn&lego_tid=618b6322-a5ab-4b51-beff-12b098023b18,中城悦城(二期) 2室1厅1卫,中城悦城(二期)  江汉-王家墩CBD振兴三路,2室1厅|87平米|低层(共40层) 杨婷婷,3500
1409,https://wh.zu.anjuke.com/fangyuan/2117932312862729?isauction=6&shangquan_id=3076&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKP1DkPHbknkDKnWDQP1b1nWnQnW9vnW0zrEDkTHDknTDQsjDkTHDdrTDQPWc3PWmLnWckrHEkTHnQTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfShehrB8Gryc-SB6Jrh6VEDQTHcYTEDVnEDKnHEzPHndn1bznHEvnW9krjNLPkDvTEDQTHDkuHbduj-bsynvrAmVPjmQnBdBnADzsHNQmywbPvEdPWwBuEDQPjcdn1N1rHcQrjcLP1D1njcYTHDYnWN1PHnOnWDLPHcznHDYPHmKTHD_nHTKTEDKsEDKTEDKnHDQsWnLsWDzna3Qnj9KnTDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWcKPhnvmHnznjbVPH7-niYYPHPhsyD3nWnVm1-WmhwWnhwBmvwbTEDYTEDKnkDQPH9_nHNOsjnkP1mKnE78IyQ_TyPWnANQnWI-P1b3uW6WuAm&lego_tid=6c6a3209-51e1-453f-a823-c9cbdc2dbcdd,（实拍图）大智路三阳路球新社区居家一房一厅 看房方便 拎包住,球新社区  江岸-三阳路京汉大道917附3号,1室1厅|45平米|中层(共9层) 王雷,1400
1410,https://wh.zu.anjuke.com/fangyuan/2075814237461514?isauction=6&shangquan_id=11918&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKPHnknWDQn9DKnWTLPH9QPjc1P1EvnHNQPTDkTHDknTDQsjDkTHDdrTDQPWc3PWmLnWckrHEkTHnzTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfShehrB8Gryc-SB6Jrh6VEDQTHcYTEDVnEDKnHEzPjbOnjcOP1Tkn1DYn1DvrTDvTEDQTywhny7-m1b3sHTLn1EVPjmOPaY3PHmvsHcdmHmvnjKhuAuWrTDQPjcYrHbknWbLnHN3n1nzPjDvTHDYnWEOrHTzrH0kP19vPjTvPjTKTHD_nHTKTEDKsEDKTEDKnHDQsWnLsWDzna3Qnj9KnTDkTEDQsjDzTgVqTHDknjNYTHDknjc1nWcKuhcQmv7Wn1cVnvFbuiYYPHFWsyD3rjmVnH-WmvDYPW9kmH0kTEDYTEDKnkDQPH9_nHmQsjDQrHD3THDKUMR_UT7BmyRbm1-BnHFBPycQm1uh&lego_tid=fb1cac32-3bde-452c-a886-19cca4680a70,王家墩东 万松园 中山公园 西北湖 青年路ICC 家电齐全,统建千禧园  江汉-万松园建设大道524号,3室2厅|20平米|中层(共7层) 张浩,800
1411,https://wh.zu.anjuke.com/fangyuan/2110799877594123?isauction=6&shangquan_id=5887&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTknHb3PWnLTEDznHDkP1bOrj0LPHbYnHc1THTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKn1nKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcYPWmLPj9LPHnLrHbOrj0zTHmKTHDKn1bLPHEQrHbVujb1uaYYPjD3syDLP1cVnvDQPvP6uj0vuAF6THDYnWEvPW0Yrj0LnHEQPWTvPjTKnHEzPjmvP1E3P1mYnW9dn1nLPkDKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHcKXLYKnHTkPHEKnHTknWnzn9D1njF6njFbPBdhnAmksHEdnvDVrHNdnBdbrHE1m193uAEvuHcKTHEKTED1THDdrakQPWD_PH93PkDQTyOdUAkKm1cQmvczmWRWnWNdP1IWnT&lego_tid=302a02d6-f0f0-453a-9552-d943c88dd6e2,押一付一 江宬天街 范湖地铁站 万达广场 汉口火车站,葛洲坝国际广场  江汉-常青青年路528号,4室1厅|13平米|中层(共33层) 胡彪,600
1412,https://wh.zu.anjuke.com/fangyuan/2113793672422412?isauction=6&shangquan_id=4560&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKPWmLPHDvnkDKnWDQn10On1mLnWEznWEQn9DkTHDknTDQsjDkTHDdrTDQPWc3PWmLnWckrHEkTHnYTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfShehrB8Gryc-SB6Jrh6VEDQTHcYTEDVnEDKnHEzPHcLn1bLPHDLnWcYn1EdP9DvTEDQTH7WPHEQmH93syP-uWNVPANdriYOryEOsH91n101rA7BnjcYnEDQPjcdnW01rH0dPHN1rHcOnWDvTHDYnWNzP1nOP1NYPH0YPHmQnW9KTHD_nHTKTEDKsEDKTEDKnHDQsWnLsWDzna3Qnj9KnTDkTEDQsjDzTgVqTHDknjNYTHDknjc1nWcKPHw6uH6hmW9VnHbOniYYuhwWsHb1P1DVnWuBnjbLuWDYuWnvTEDYTEDKnkDQPH9_nHmzsjEdPWTKnE78IyQ_TyDQPv7-njKBnjD1PH7buWm&lego_tid=54ae8fb8-1991-4fdc-9371-26b097f14f36,宝丰 时代天骄小区 同济附近进修医生住房 干净卫生 双周保洁,时代天骄  硚口-宝丰宝丰路23号,4室2厅|15平米|中层(共17层) 牛志超,1200
1413,https://wh.zu.anjuke.com/fangyuan/1936817935212555?isauction=6&shangquan_id=3091&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTkPHbknjNLTEDQrHnvrjDLrHndnWDzPHNdTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKn1NKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcdn1T1P191PH0kPW0LP1mkTHmKTHDKuAE3n17BP1cVPjKhnaYYm1N1sy7hmWcVPHcdPW0dPHmvnvNOTHDYnWN1njnLrjnLnWN3P1DQnjNKnHEzPHnkn103n1m1P10Onj0znTDKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97bn1EkmhN1uaYvnjc3sHwBmWbVmWbvPzYvuW0zP1T3nAwBrynKTHEKTED1THDdrakQPWn_n1TOnEDQTyOdUAkKmvFbPjP-uyPhnWcvrAnOP9&lego_tid=d340be3d-6028-4bb9-b967-6f727080db9c,汉阳四新！碧桂园泰富城！LOFT一室！永旺梦乐城！拎包入住！,碧桂园泰富城  汉阳-四新蔷薇路,1室1厅|49平米|低层(共11层) 袁亮,1500
1414,https://wh.zu.anjuke.com/fangyuan/2115167716646921?isauction=6&shangquan_id=11875&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTQnWm1PHcQTEDznHDdnHmLP1DvPWEvrHcQTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKn1mKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcdnjT1PHDYPjNkPjc1rjT3THmKTHDKn1w6rjmLPWDVPymYnaYYPynLsycdnH0Vn1NLPhRhPyELrAFWTHDYnWNknjndnHEdrHnkn1TQPjEKnHEzPHTkn1NQPjNknj0dnHnvnTDKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9DQnjEkmhmQPaYOnjmksHwbnHDVmWEdnzYYPvEdP1nvPyn3nWNKTHEKTED1THDdrakQPWm_nHD3P1NKnE78IyQ_Tyc1PWRbm10zmH0vnHT3nyN&lego_tid=1040bf14-9060-4d11-b453-47d57365c825,立方时空(商住楼) 2室2厅2卫 2000元月 精装修,立方时空(商住楼)  东西湖-吴家山东西湖大道,2室2厅|40平米|高层(共19层) 顾晓炜,2000
1415,https://wh.zu.anjuke.com/fangyuan/2106487864123401?isauction=6&shangquan_id=32453&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTQnHTznjT3TEDznHTvPj9LrjmYnHc1PjTQTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKn10KOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcYPWbknjmLP10kP1DznjmYTHmKTHDKuyEdP1Phn1mVmWPbmBYYn1nzsyDYuWEVmWwBPHEQuHmYmHwhTHDYnWEvrHTkPW0OnWNOnjD1nHcKnHEzPjmOnjTvP19LnHnLrHEdP9DKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHcKXLYKnHTkPHEKnHTknWnzn97-PhD3mhwhmiYLPWTYsHELujDVrjIhmiYzm1bYPH76uHNvnjTKTHEKTED1THDdrakQPWN_n1cYPHnKnE78IyQ_THIhmWEdP1EdrjT1nWn3uyD&lego_tid=e6a8bdfa-7604-47d1-87fa-2c9451ae5600,杨家湾地铁~可月付~精装单间~康卓新城~租房~湖北邮电,康卓新城  洪山-关西雄楚大道694号,3室1厅|17平米|中层(共35层) 许聪,750
1416,https://wh.zu.anjuke.com/fangyuan/2110747051697165?isauction=6&shangquan_id=7989&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnHTQnWNdrHNLTEDznHDkP1ELnjNQPWbLnHmdTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKn19KOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcYPHNOrjNvPjN3PW0knj9kTHmKTHDKnWT1P19LuyNVPW9dnBYYPjRBsH-BnhNVmWPBujuhuWDQmhw6THDYnWEdPHb3PHmvnH9kPHnvn1nKnHEzPjNdrH9dPWN1rjnvnH9dP9DKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHcKXLYKnHTkPHEKnHTknWnzn9DQPHEYPyNYnaY1rycOsHwWrjbVmWwhnzYLmWDvmHm1PWbQmvEKTHEKTED1THDdrakQPWT_P1b3rEDQTyOdUAkKuWP-njR6P1Ddujc3nvnQu9&lego_tid=15445e40-39b9-4c89-b4f3-7b16a63691cd,小龟山 螃蟹岬 泛悦汇旁 星河居,星河居(紫沙路)  武昌-小东门紫沙路202号,3室1厅|23平米|低层(共13层) 屈学锋,900
1417,https://wh.zu.anjuke.com/fangyuan/2064166281027596?isauction=6&shangquan_id=11875&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTkrH9vPj9OTEDznjmYnHmvnW9QnjcLPHbvTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKn1bKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcdnj9OPHnQn1cOnHcvPjTQTHmKTHDKuHI-P10vuHmVujRhraYYnvDYsyFBPhnVPHF6PH9QrH9zPHEvTHDYnWNkrjbdn1DYn19QrjcYnjTKnHEzPHT3rHN1nHndrjEOnjmzPTDKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9DQrj6bn17braYLmWDdsHE3m1DVrH0vnad-ujn1uWTQuAnvmW0KTHEKTED1THDdrakQPWm_nHD3P1NKnE78IyQ_Ty76PjTYuj6huWIbPWbOP1c&lego_tid=188d31d8-7b15-48c1-9760-ed33f01dc6b7,冠寓|一号线|地铁口|整租独卫|包网无中介|短租月付|吴家山,立方时空  东西湖-吴家山东西湖大道,1室1厅|45平米|共5层 徐唐文,1290
1418,https://wh.zu.anjuke.com/fangyuan/2113959073178635?isauction=6&shangquan_id=7993&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTQn10krjNdTEDznHD1rHNOnj01nH03PWndTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKPjTKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcYnW9dnHDQP19LrH9vrHEYTHmKTHDKPjKBP1D1mynVnycvPzYYPhP6sH6WmHDVPAczmhDdmhFhmWTvTHDYnWEzrjNQnHcQnW0LnWbvPWEKnHEzPjc3PHDQnWTYrjT1n10On9DKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9DOrj7bmHDYnid-mHn3sHEknjTVrADQuadhPW9OmHKBPvRbmvcKTHEKTED1THDdrakQPWN_P1bOnkDQTyOdUAkKnjR6ryubPAwhrHNQrjczn9&lego_tid=981da141-ea38-4000-8a1d-f689a0b7edcb,宝通寺 石牌岭 街道口 岭上府 品质小区 随时看 无中介,岭上府  洪山-街道口石牌岭288号,1室1厅|50平米|高层(共33层) 敖梓梁,500
1419,https://wh.zu.anjuke.com/fangyuan/2085784181203981?isauction=6&shangquan_id=11875&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTQn1nznjckTEDznj9dP19YnH9QnWT1rH9QTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKPjDKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcdnW9dnWcOP19QP1cdnH9YTHmKTHDKm1TzuyP6PjnVrAcYmiYYmHnYsHbduhmVujuBnv7WuhNQnANvTHDYnWNzrjNznWbOPjNzrH9OPjEKnHEzPHc3PHczrH9dn1Tzrjndn9DKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97BPhuhrjEvnadBrADvsHEdnANVmHmzmBdhPHN1rjN3rj0Orj0KTHEKTED1THDdrakQPWm_nHD3P1NKnE78IyQ_TH-BmWFBPWwWuH66rH--PWb&lego_tid=b6ff8460-b8a6-450e-a62b-f55385887987,四中，四小旁！！海景花园(C区) 2室2厅1卫 1600元月,海景花园(C区)  东西湖-吴家山二雅路,2室2厅|85平米|高层(共7层) 李世龙,1600
1420,https://wh.zu.anjuke.com/fangyuan/2113859001637898?isauction=6&shangquan_id=7994&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTQn1cLrjmOTEDznHD1rjNOnjTQPWnLrjb3THTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKPjcKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcYPWbYP1EkrHTOnjE1P1DzTHmKTHDKujKbuW01m1DVrAcvuBYYuhu6sHb3mH0VPy7-PhwBPAm1m1wWTHDYnWEvrHELPjDkPWEznW93PWEKnHEzPjmOPj0Ynjb3rj01nHnOn9DKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9D1mWc3P1NQPidhP1bQsHw-PHnVmhmOnBYLPjE3uH-6uyFbmHnKTHEKTED1THDdrakQPWN_P1bOPTDQTyOdUAkKnhPWuhubPjPWmy7WnjbOPk&lego_tid=3b287515-f791-4e53-bf92-7448e9aebda3,无中介 可月付 独卫独厨 实图实价 超高性价比 民用水电！,武汉大学珞桂小区  洪山-卓刀泉雄楚大道438号,1室1厅|45平米|高层(共11层) 彭耀,1000
1421,https://wh.zu.anjuke.com/fangyuan/2000770145689602?isauction=6&shangquan_id=32457&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTkPW9dPWmOTEDznjTkP10knHEdPW9OPWTzTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjTKPjnKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcYPWcOnWDQnHN3PHNvPW0zTHmKTHDKPhnduHbQuWcVPyubraYYnAn1syDLrHDVm1KWP10QPjN3uHK6THDYnWEvnWbznHD1nHnLPjD3nWEKnHEzPjmzrHcQnHc1PjTdnjTYrTDKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn9DzPyczrHPBmzY1P1czsHw6n1TVrH6BPadhmHDkryFBPjTQP1cKTHEKTED1THDdrakQPWb_n1cYPH0KnE78IyQ_TyNOuhF-uAcLnjcYrycOmvc&lego_tid=25b293bc-3722-4a30-98b4-fa109bb40172,黄龙山地铁口主卧独卫1500 东港科技园金融港世贸软件园二师,顺民宜盛花园  江夏-金融港光谷一路,1室1厅|45平米|中层(共13层) 易长武,1500
1422,https://wh.zu.anjuke.com/fangyuan/2118014840364039?isauction=6&shangquan_id=24786&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKPjNkPjnYrTDKnWDQrjTQPj9YnjnvPjT1rEDkTHDknTDQsjDkTHDdrTDQPWc3PWmLnWckrHEkTHEYTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfShehrB8Gryc-SB6Jrh6VEDQTHcYTEDVnEDKnHEzPHnQrjEOnHNYn1NLPWNLrTDvTEDQTHcOnhckmHR-syNvnjcVPjN3rid6rHTksyNznj-WnjIbPHw-mkDQPjcdn1D3PjbQPWb3P1mOrHckTHDYnWN1nH9YrHDvnHE3P1bLPjEKTHD_nHTKTEDKsEDKTEDKnHDQsWnLsWDzna3Qnj9KnTDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWcKPHNQnvuWrANVrH0LPiYYuHIhsycvnADVmyFbrjc3Pj76uycLTEDYTEDKnkDQPH9_nHm3sjcYP19vTHDKUMR_UT76PjcYPWNzrARhnA7BuWNQ&lego_tid=5513fc8e-9775-4e7f-b60a-abd82841aeb7,七小附近，地铁口，高端小区，电梯两房，家电齐全拎包入住！,三和剑桥城  蔡甸-蔡甸城区蔡甸大街,2室1厅|82平米|低层(共33层) 胡军君,1500
1423,https://wh.zu.anjuke.com/fangyuan/2108479060829191?isauction=6&shangquan_id=3084&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTknHb3PWnLTEDznHT3Pj0OnjmkrjcOnHbQTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjDKPjNKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcYPWmvPHmdnjb1nHTdPWmYTHmKTHDKnynYmWn3PvmVuhnzuiYYnyDOsyDknvnVryFbm1KWmvmvn1ckTHDYnWEvPWmdPWNzPj9zrHEOnHcKnHEzPjmvPWNvPHDvPjEQnWbzrTDKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHcKXLYKnHTkPHEKnHTknWnzn9DQPjTQPjNLPzYduyEQsHw6m1NVrAmznidBryPbPjFhPhc3nhnKTHEKTED1THDdrakQPHb_n1T3PTDQTyOdUAkKuhPhmH01uWcLPW6WPW93P9&lego_tid=14014577-5ed1-4ac5-8f21-b9cd42f6b82c,押一付一 兴业路地铁口 汉口城市广场 香港路 江宬天街,新地盛世东方  江岸-后湖后湖五路57号,4室1厅|18平米|共5层 胡彪,700
1424,https://wh.zu.anjuke.com/fangyuan/2117973588354061?isauction=6&shangquan_id=3079&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTkrHEdPjNkTEDznHDLrH01PH93n1NYnjmQTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjDKPjmKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcdn1TznWnYnWN1PHTkPjDLTHmKTHDKnjmOrAEvnHTVnjnvPiYYuy7Wsy7BnycVmHNzPHD3uHEvnjTvTHDYnWN1njczn1EYnj9vrjbvPWEKnHEzPHnknWc1PjnzrjbOP193rTDKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHcKXLYKnHTkPHEKnHTknWnzn97hnAu-nhDQuaYLPHTOsHw-rjEVrjEdmidbmH9YrHmzmWc3mWcKTHEKTED1THDdrakQPHb_n1TLrEDQTyOdUAkKuj0knjRBuyubn1cLrjNvnT&lego_tid=f0fe2a1d-7509-4e84-845a-da84962b28b2,三阳路 大智路 循礼门 苗栗路附近单间出租家电齐全拎包入住,三阳广场  江岸-永清街三阳路128号,3室2厅|18平米|中层(共15层) 范辉,550
1425,https://wh.zu.anjuke.com/fangyuan/2117884533597194?isauction=6&shangquan_id=32457&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQnWm3PWb3radbnW-BsHE3uWcVmyE1nidhmHK-ujI-PW0LrjmKnWTQn1NvnjbQTEDznHDLrj9YPHn1PHbLnHbYTHTKnHTkTHD_nHTKnHN3THDvnW9vPW0znWTOPjDKPj0KOplFOUA7OplBOev8lpAvsRKjOlXxOCB4lU8ml2lbOmBgl2AClpAdTHDKnWEKTiYQTEDQPjcdn1TQPWbknjnYnH0QrHTYTHmKTHDKuW--rj91ujbVnjDvraYYujbvsyFWnADVP1mkP1bzmym3n1RhTHDYnWN1njDvrHTYPjNznjbvnjTKnHEzPHnknHmOnjnvnHnzn1NznEDKnikQnTDKTEDVTEDKTEDQnHD8n108nHcksWDkrTDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnzn97-uWDzPyEQniYdPjbzsHw6mHcVmhF-mBd-mWE1rj0YmvwBnvNKTHEKTED1THDdrakQPWb_n1cYPH0KnE78IyQ_Tym3nyDLP1mzPAmkuHnLryn&lego_tid=ef125d11-5492-4aa2-bbeb-eb43874cdb3e,金融港，汇金中心，工程大学！鹏翔花园，精装两居室，随时可看！,佛奥俊贤雅居  江夏-金融港金融港四路19号,2室1厅|80平米|中层(共23层) 邓冲,2000
